Date,Month,Park,Visitation,Google,CCI,Lag12G,VisLag1,VisLag2
2017-06-01,Jun,BADL,"213,966",89,101.0344,74,"196,209","191,593"
2017-07-01,Jul,BADL,"263,506",97,100.9954,90,"249,194","245,400"
2017-08-01,Aug,BADL,"237,125",82,101.0979,73,"217,071","231,866"
2017-09-01,Sep,BADL,"127,598",58,101.2299,61,"129,350","117,724"
2017-10-01,Oct,BADL,"33,426",48,101.3895,49,"33,380","34,498"
2017-11-01,Nov,BADL,"16,807",43,101.3534,44,"17,970","16,771"
2017-12-01,Dec,BADL,"9,737",43,101.1748,37,"9,166","12,790"
2008-01-01,Jan,BIBE,"23,357",74,98.66745,90,"23,310","16,898"
2008-02-01,Feb,BIBE,"31,187",96,98.28046,100,"36,824","27,261"
2008-03-01,Mar,BIBE,"50,880",85,97.81391,97,"80,773","46,614"
2008-04-01,Apr,BIBE,"54,293",72,97.28801,78,"36,261","38,497"
2008-05-01,May,BIBE,"42,056",66,96.91043,90,"17,461","24,876"
2008-06-01,Jun,BIBE,"20,538",55,96.79169,55,"17,264","18,796"
2008-07-01,Jul,BIBE,"14,128",53,96.99389,60,"20,924","14,555"
2008-08-01,Aug,BIBE,"14,082",65,97.25005,56,"14,233","19,619"
2008-09-01,Sep,BIBE,"21,681",60,97.32576,61,"23,148","12,935"
2008-10-01,Oct,BIBE,"27,794",67,96.97441,67,"33,960","22,837"
2008-11-01,Nov,BIBE,"30,998",54,96.71896,65,"29,212","40,705"
2008-12-01,Dec,BIBE,"31,518",66,96.71152,71,"31,486","15,124"
2009-01-01,Jan,BIBE,"38,612",61,96.7187,83,"23,357","23,310"
2009-02-01,Feb,BIBE,"27,275",77,96.69278,82,"31,187","36,824"
2009-03-01,Mar,BIBE,"47,909",78,96.8938,89,"50,880","80,773"
2009-04-01,Apr,BIBE,"54,443",52,97.33988,70,"54,293","36,261"
2009-05-01,May,BIBE,"26,176",65,97.72372,67,"42,056","17,461"
2009-06-01,Jun,BIBE,"24,593",57,97.88263,55,"20,538","17,264"
2009-07-01,Jul,BIBE,"17,780",44,97.83762,49,"14,128","20,924"
2009-08-01,Aug,BIBE,"16,096",56,97.88111,59,"14,082","14,233"
2009-09-01,Sep,BIBE,"21,066",45,98.05814,58,"21,681","23,148"
2009-10-01,Oct,BIBE,"24,435",61,98.08765,59,"27,794","33,960"
2009-11-01,Nov,BIBE,"33,971",61,98.10162,55,"30,998","29,212"
2009-12-01,Dec,BIBE,"31,549",56,98.27495,63,"31,518","31,486"
2010-01-01,Jan,BIBE,"24,619",56,98.43562,64,"38,612","23,357"
2010-02-01,Feb,BIBE,"25,146",63,98.49038,74,"27,275","31,187"
2010-03-01,Mar,BIBE,"66,156",66,98.4873,79,"47,909","50,880"
2010-04-01,Apr,BIBE,"53,823",62,98.467,54,"54,443","54,293"
2010-05-01,May,BIBE,"30,595",51,98.46574,64,"26,176","42,056"
2010-06-01,Jun,BIBE,"13,561",44,98.37128,52,"24,593","20,538"
2010-07-01,Jul,BIBE,"15,643",48,98.08856,47,"17,780","14,128"
2010-08-01,Aug,BIBE,"34,652",45,97.91614,53,"16,096","14,082"
2010-09-01,Sep,BIBE,"13,458",53,97.86565,48,"21,066","21,681"
2010-10-01,Oct,BIBE,"15,349",47,97.96348,59,"24,435","27,794"
2010-11-01,Nov,BIBE,"52,485",48,98.21903,57,"33,971","30,998"
2010-12-01,Dec,BIBE,"26,843",45,98.46816,56,"31,549","31,518"
2011-01-01,Jan,BIBE,"53,588",54,98.5757,60,"24,619","38,612"
2011-02-01,Feb,BIBE,"40,813",58,98.52698,64,"25,146","27,275"
2011-03-01,Mar,BIBE,"39,547",56,98.28506,70,"66,156","47,909"
2011-04-01,Apr,BIBE,"15,444",44,98.22705,52,"53,823","54,443"
2011-05-01,May,BIBE,"39,919",40,98.21146,47,"30,595","26,176"
2011-06-01,Jun,BIBE,"21,392",40,97.90632,45,"13,561","24,593"
2011-07-01,Jul,BIBE,"15,188",39,97.33338,47,"15,643","17,780"
2011-08-01,Aug,BIBE,"14,541",36,96.84435,43,"34,652","16,096"
2011-09-01,Sep,BIBE,"24,934",37,96.77763,47,"13,458","21,066"
2011-10-01,Oct,BIBE,"37,912",38,97.00771,43,"15,349","24,435"
2011-11-01,Nov,BIBE,"40,991",40,97.44639,46,"52,485","33,971"
2011-12-01,Dec,BIBE,"17,593",41,97.98903,45,"26,843","31,549"
2012-01-01,Jan,BIBE,"22,059",49,98.45164,52,"53,588","24,619"
2012-02-01,Feb,BIBE,"45,585",59,98.70954,53,"40,813","25,146"
2012-03-01,Mar,BIBE,"32,590",49,98.83382,52,"39,547","66,156"
2012-04-01,Apr,BIBE,"27,375",41,98.86866,46,"15,444","53,823"
2012-05-01,May,BIBE,"37,775",41,98.81271,49,"39,919","30,595"
2012-06-01,Jun,BIBE,"19,330",36,98.60784,37,"21,392","13,561"
2012-07-01,Jul,BIBE,"14,397",40,98.53565,35,"15,188","15,643"
2012-08-01,Aug,BIBE,"13,451",34,98.70587,33,"14,541","34,652"
2012-09-01,Sep,BIBE,"16,211",45,99.02282,35,"24,934","13,458"
2012-10-01,Oct,BIBE,"20,958",42,99.25011,38,"37,912","15,349"
2012-11-01,Nov,BIBE,"24,750",40,99.16354,41,"40,991","52,485"
2012-12-01,Dec,BIBE,"17,574",45,98.8289,42,"17,593","26,843"
2013-01-01,Jan,BIBE,"22,986",45,98.70023,50,"22,059","53,588"
2013-02-01,Feb,BIBE,"46,573",50,98.80344,60,"45,585","40,813"
2013-03-01,Mar,BIBE,"39,336",50,98.9706,49,"32,590","39,547"
2013-04-01,Apr,BIBE,"33,664",40,99.1832,39,"27,375","15,444"
2013-05-01,May,BIBE,"39,578",43,99.52229,39,"37,775","39,919"
2013-06-01,Jun,BIBE,"17,284",36,99.69761,34,"19,330","21,392"
2013-07-01,Jul,BIBE,"13,801",39,99.65983,36,"14,397","15,188"
2013-08-01,Aug,BIBE,"13,856",40,99.3783,37,"13,451","14,541"
2013-09-01,Sep,BIBE,"14,020",38,98.99631,39,"16,211","24,934"
2013-10-01,Oct,BIBE,"30,835",44,98.76015,39,"20,958","37,912"
2013-11-01,Nov,BIBE,"22,710",44,98.86088,41,"24,750","40,991"
2013-12-01,Dec,BIBE,"22,310",42,99.16534,41,"17,574","17,593"
2014-01-01,Jan,BIBE,"28,410",49,99.33865,46,"22,986","22,059"
2014-02-01,Feb,BIBE,"24,159",48,99.40892,52,"46,573","45,585"
2014-03-01,Mar,BIBE,"53,839",57,99.44125,49,"39,336","32,590"
2014-04-01,Apr,BIBE,"38,574",49,99.51447,43,"33,664","27,375"
2014-05-01,May,BIBE,"23,653",44,99.50082,44,"39,578","37,775"
2014-06-01,Jun,BIBE,"23,963",39,99.47433,37,"17,284","19,330"
2014-07-01,Jul,BIBE,"14,359",43,99.46612,38,"13,801","14,397"
2014-08-01,Aug,BIBE,"16,246",43,99.56129,39,"13,856","13,451"
2014-09-01,Sep,BIBE,"22,475",42,99.7662,41,"14,020","16,211"
2014-10-01,Oct,BIBE,"29,882",42,100.0543,43,"30,835","20,958"
2014-11-01,Nov,BIBE,"17,169",47,100.4078,42,"22,710","24,750"
2014-12-01,Dec,BIBE,"21,373",52,100.7997,42,"22,310","17,574"
2015-01-01,Jan,BIBE,"30,297",65,101.0638,47,"28,410","22,986"
2015-02-01,Feb,BIBE,"39,199",66,101.0661,47,"24,159","46,573"
2015-03-01,Mar,BIBE,"68,292",69,100.9696,59,"53,839","39,336"
2015-04-01,Apr,BIBE,"43,927",58,100.9149,48,"38,574","33,664"
2015-05-01,May,BIBE,"30,707",56,100.8346,44,"23,653","39,578"
2015-06-01,Jun,BIBE,"16,697",51,100.8487,37,"23,963","17,284"
2015-07-01,Jul,BIBE,"22,887",51,100.7341,41,"14,359","13,801"
2015-08-01,Aug,BIBE,"17,562",48,100.5447,44,"16,246","13,856"
2015-09-01,Sep,BIBE,"16,678",50,100.3741,40,"22,475","14,020"
2015-10-01,Oct,BIBE,"23,237",53,100.4033,41,"29,882","30,835"
2015-11-01,Nov,BIBE,"42,687",55,100.5198,47,"17,169","22,710"
2015-12-01,Dec,BIBE,"29,577",64,100.6167,51,"21,373","22,310"
2016-01-01,Jan,BIBE,"36,716",59,100.6298,66,"30,297","28,410"
2016-02-01,Feb,BIBE,"44,176",69,100.5925,64,"39,199","24,159"
2016-03-01,Mar,BIBE,"54,642",71,100.5527,65,"68,292","53,839"
2016-04-01,Apr,BIBE,"37,280",64,100.5748,56,"43,927","38,574"
2016-05-01,May,BIBE,"40,935",58,100.697,62,"30,707","23,653"
2016-06-01,Jun,BIBE,"18,630",53,100.675,48,"16,697","23,963"
2016-07-01,Jul,BIBE,"16,165",56,100.5284,50,"22,887","14,359"
2016-08-01,Aug,BIBE,"16,144",53,100.4226,47,"17,562","16,246"
2016-09-01,Sep,BIBE,"18,406",60,100.4034,49,"16,678","22,475"
2016-10-01,Oct,BIBE,"26,806",59,100.4803,51,"23,237","29,882"
2016-11-01,Nov,BIBE,"45,443",59,100.8092,52,"42,687","17,169"
2016-12-01,Dec,BIBE,"32,947",66,101.1464,62,"29,577","21,373"
2017-01-01,Jan,BIBE,"35,105",77,101.2944,59,"36,716","30,297"
2017-02-01,Feb,BIBE,"41,670",71,101.2821,70,"44,176","39,199"
2017-03-01,Mar,BIBE,"74,735",100,101.2514,71,"54,642","68,292"
2017-04-01,Apr,BIBE,"49,609",67,101.2115,60,"37,280","43,927"
2017-05-01,May,BIBE,"37,045",61,101.14,60,"40,935","30,707"
2017-06-01,Jun,BIBE,"23,500",56,101.0344,53,"18,630","16,697"
2017-07-01,Jul,BIBE,"20,599",50,100.9954,52,"16,165","22,887"
2017-08-01,Aug,BIBE,"16,382",51,101.0979,52,"16,144","17,562"
2017-09-01,Sep,BIBE,"19,734",53,101.2299,59,"18,406","16,678"
2017-10-01,Oct,BIBE,"35,094",55,101.3895,59,"26,806","23,237"
2017-11-01,Nov,BIBE,"45,739",66,101.3534,60,"45,443","42,687"
2017-12-01,Dec,BIBE,"41,064",67,101.1748,64,"32,947","29,577"
2008-01-01,Jan,BISC,"23,086",73,98.66745,82,"44,672","41,208"
2008-02-01,Feb,BISC,"38,107",75,98.28046,91,"34,284","34,520"
2008-03-01,Mar,BISC,"41,725",57,97.81391,74,"45,363","39,131"
2008-04-01,Apr,BISC,"49,551",83,97.28801,100,"45,652","50,254"
2008-05-01,May,BISC,"55,351",47,96.91043,73,"40,736","50,464"
2008-06-01,Jun,BISC,"48,754",62,96.79169,75,"52,932","65,065"
2008-07-01,Jul,BISC,"75,299",61,96.99389,72,"62,126","83,212"
2008-08-01,Aug,BISC,"45,413",52,97.25005,55,"52,222","47,226"
2008-09-01,Sep,BISC,"31,468",52,97.32576,61,"41,955","34,903"
2008-10-01,Oct,BISC,"113,151",66,96.97441,69,"31,017","97,418"
2008-11-01,Nov,BISC,"96,736",43,96.71896,83,"32,998","31,227"
2008-12-01,Dec,BISC,"67,421",53,96.71152,79,"33,485","34,208"
2009-01-01,Jan,BISC,"34,397",75,96.7187,62,"23,086","44,672"
2009-02-01,Feb,BISC,"24,041",75,96.69278,55,"38,107","34,284"
2009-03-01,Mar,BISC,"24,164",79,96.8938,82,"41,725","45,363"
2009-04-01,Apr,BISC,"33,513",70,97.33988,78,"49,551","45,652"
2009-05-01,May,BISC,"55,053",63,97.72372,51,"55,351","40,736"
2009-06-01,Jun,BISC,"53,902",54,97.88263,40,"48,754","52,932"
2009-07-01,Jul,BISC,"60,824",70,97.83762,62,"75,299","62,126"
2009-08-01,Aug,BISC,"46,295",46,97.88111,50,"45,413","52,222"
2009-09-01,Sep,BISC,"18,937",65,98.05814,47,"31,468","41,955"
2009-10-01,Oct,BISC,"35,030",67,98.08765,58,"113,151","31,017"
2009-11-01,Nov,BISC,"26,938",68,98.10162,46,"96,736","32,998"
2009-12-01,Dec,BISC,"24,651",48,98.27495,57,"67,421","33,485"
2010-01-01,Jan,BISC,"17,535",58,98.43562,83,"34,397","23,086"
2010-02-01,Feb,BISC,"18,381",49,98.49038,69,"24,041","38,107"
2010-03-01,Mar,BISC,"29,620",67,98.4873,77,"24,164","41,725"
2010-04-01,Apr,BISC,"46,593",95,98.467,66,"33,513","49,551"
2010-05-01,May,BISC,"60,484",67,98.46574,57,"55,053","55,351"
2010-06-01,Jun,BISC,"61,808",51,98.37128,60,"53,902","48,754"
2010-07-01,Jul,BISC,"59,771",62,98.08856,66,"60,824","75,299"
2010-08-01,Aug,BISC,"54,211",54,97.91614,44,"46,295","45,413"
2010-09-01,Sep,BISC,"32,666",47,97.86565,59,"18,937","31,468"
2010-10-01,Oct,BISC,"43,032",47,97.96348,62,"35,030","113,151"
2010-11-01,Nov,BISC,"23,102",72,98.21903,58,"26,938","96,736"
2010-12-01,Dec,BISC,"20,409",59,98.46816,59,"24,651","67,421"
2011-01-01,Jan,BISC,"26,961",65,98.5757,59,"17,535","34,397"
2011-02-01,Feb,BISC,"29,136",57,98.52698,63,"18,381","24,041"
2011-03-01,Mar,BISC,"40,109",59,98.28506,87,"29,620","24,164"
2011-04-01,Apr,BISC,"48,625",76,98.22705,94,"46,593","33,513"
2011-05-01,May,BISC,"57,222",71,98.21146,66,"60,484","55,053"
2011-06-01,Jun,BISC,"46,740",55,97.90632,59,"61,808","53,902"
2011-07-01,Jul,BISC,"71,509",60,97.33338,66,"59,771","60,824"
2011-08-01,Aug,BISC,"48,281",69,96.84435,64,"54,211","46,295"
2011-09-01,Sep,BISC,"31,260",68,96.77763,55,"32,666","18,937"
2011-10-01,Oct,BISC,"28,514",67,97.00771,50,"43,032","35,030"
2011-11-01,Nov,BISC,"21,045",74,97.44639,54,"23,102","26,938"
2011-12-01,Dec,BISC,"26,675",67,97.98903,59,"20,409","24,651"
2012-01-01,Jan,BISC,"29,877",98,98.45164,64,"26,961","17,535"
2012-02-01,Feb,BISC,"28,749",87,98.70954,67,"29,136","18,381"
2012-03-01,Mar,BISC,"46,277",100,98.83382,58,"40,109","29,620"
2012-04-01,Apr,BISC,"44,910",91,98.86866,79,"48,625","46,593"
2012-05-01,May,BISC,"53,922",79,98.81271,73,"57,222","60,484"
2012-06-01,Jun,BISC,"49,160",67,98.60784,64,"46,740","61,808"
2012-07-01,Jul,BISC,"65,594",52,98.53565,62,"71,509","59,771"
2012-08-01,Aug,BISC,"46,782",54,98.70587,55,"48,281","54,211"
2012-09-01,Sep,BISC,"38,956",52,99.02282,60,"31,260","32,666"
2012-10-01,Oct,BISC,"32,782",50,99.25011,64,"28,514","43,032"
2012-11-01,Nov,BISC,"28,447",50,99.16354,74,"21,045","23,102"
2012-12-01,Dec,BISC,"30,157",64,98.8289,76,"26,675","20,409"
2013-01-01,Jan,BISC,"33,790",61,98.70023,84,"29,877","26,961"
2013-02-01,Feb,BISC,"29,960",75,98.80344,83,"28,749","29,136"
2013-03-01,Mar,BISC,"38,524",70,98.9706,85,"46,277","40,109"
2013-04-01,Apr,BISC,"40,016",70,99.1832,89,"44,910","48,625"
2013-05-01,May,BISC,"54,354",71,99.52229,72,"53,922","57,222"
2013-06-01,Jun,BISC,"55,272",51,99.69761,58,"49,160","46,740"
2013-07-01,Jul,BISC,"48,572",45,99.65983,61,"65,594","71,509"
2013-08-01,Aug,BISC,"61,031",45,99.3783,55,"46,782","48,281"
2013-09-01,Sep,BISC,"42,389",56,98.99631,53,"38,956","31,260"
2013-10-01,Oct,BISC,"36,185",71,98.76015,57,"32,782","28,514"
2013-11-01,Nov,BISC,"22,189",53,98.86088,46,"28,447","21,045"
2013-12-01,Dec,BISC,"24,566",54,99.16534,62,"30,157","26,675"
2014-01-01,Jan,BISC,"30,437",47,99.33865,64,"33,790","29,877"
2014-02-01,Feb,BISC,"41,173",55,99.40892,67,"29,960","28,749"
2014-03-01,Mar,BISC,"40,131",49,99.44125,72,"38,524","46,277"
2014-04-01,Apr,BISC,"46,774",58,99.51447,57,"40,016","44,910"
2014-05-01,May,BISC,"49,710",55,99.50082,60,"54,354","53,922"
2014-06-01,Jun,BISC,"58,909",49,99.47433,56,"55,272","49,160"
2014-07-01,Jul,BISC,"60,348",41,99.46612,49,"48,572","65,594"
2014-08-01,Aug,BISC,"62,131",49,99.56129,47,"61,031","46,782"
2014-09-01,Sep,BISC,"34,694",44,99.7662,49,"42,389","38,956"
2014-10-01,Oct,BISC,"44,810",47,100.0543,61,"36,185","32,782"
2014-11-01,Nov,BISC,"23,545",43,100.4078,48,"22,189","28,447"
2014-12-01,Dec,BISC,"33,083",49,100.7997,47,"24,566","30,157"
2015-01-01,Jan,BISC,"34,409",63,101.0638,55,"30,437","33,790"
2015-02-01,Feb,BISC,"29,061",54,101.0661,57,"41,173","29,960"
2015-03-01,Mar,BISC,"49,590",51,100.9696,57,"40,131","38,524"
2015-04-01,Apr,BISC,"54,897",56,100.9149,56,"46,774","40,016"
2015-05-01,May,BISC,"57,450",55,100.8346,59,"49,710","54,354"
2015-06-01,Jun,BISC,"51,499",47,100.8487,52,"58,909","55,272"
2015-07-01,Jul,BISC,"59,061",56,100.7341,54,"60,348","48,572"
2015-08-01,Aug,BISC,"53,480",45,100.5447,54,"62,131","61,031"
2015-09-01,Sep,BISC,"40,551",41,100.3741,42,"34,694","42,389"
2015-10-01,Oct,BISC,"27,634",48,100.4033,50,"44,810","36,185"
2015-11-01,Nov,BISC,"25,228",44,100.5198,38,"23,545","22,189"
2015-12-01,Dec,BISC,"25,304",44,100.6167,49,"33,083","24,566"
2016-01-01,Jan,BISC,"35,755",64,100.6298,63,"34,409","30,437"
2016-02-01,Feb,BISC,"30,663",65,100.5925,55,"29,061","41,173"
2016-03-01,Mar,BISC,"43,331",62,100.5527,50,"49,590","40,131"
2016-04-01,Apr,BISC,"50,964",55,100.5748,57,"54,897","46,774"
2016-05-01,May,BISC,"61,050",75,100.697,59,"57,450","49,710"
2016-06-01,Jun,BISC,"43,964",48,100.675,54,"51,499","58,909"
2016-07-01,Jul,BISC,"70,830",53,100.5284,60,"59,061","60,348"
2016-08-01,Aug,BISC,"46,961",48,100.4226,54,"53,480","62,131"
2016-09-01,Sep,BISC,"44,645",51,100.4034,39,"40,551","34,694"
2016-10-01,Oct,BISC,"24,114",54,100.4803,43,"27,634","44,810"
2016-11-01,Nov,BISC,"33,694",54,100.8092,41,"25,228","23,545"
2016-12-01,Dec,BISC,"28,738",69,101.1464,49,"25,304","33,083"
2017-01-01,Jan,BISC,"30,661",58,101.2944,56,"35,755","34,409"
2017-02-01,Feb,BISC,"34,689",62,101.2821,64,"30,663","29,061"
2017-03-01,Mar,BISC,"36,433",69,101.2514,59,"43,331","49,590"
2017-04-01,Apr,BISC,"41,287",81,101.2115,63,"50,964","54,897"
2017-05-01,May,BISC,"55,595",73,101.14,76,"61,050","57,450"
2017-06-01,Jun,BISC,"46,085",66,101.0344,52,"43,964","51,499"
2017-07-01,Jul,BISC,"65,142",63,100.9954,57,"70,830","59,061"
2017-08-01,Aug,BISC,"41,633",52,101.0979,55,"46,961","53,480"
2017-09-01,Sep,BISC,"6,230",51,101.2299,51,"44,645","40,551"
2017-10-01,Oct,BISC,"19,456",41,101.3895,60,"24,114","27,634"
2017-11-01,Nov,BISC,"34,442",44,101.3534,58,"33,694","25,228"
2017-12-01,Dec,BISC,"35,308",54,101.1748,59,"28,738","25,304"
2008-01-01,Jan,BLCA,"2,070",54,98.66745,62,"7,105","2,438"
2008-02-01,Feb,BLCA,"2,196",52,98.28046,47,"5,254","2,210"
2008-03-01,Mar,BLCA,"3,064",52,97.81391,78,"14,622","5,605"
2008-04-01,Apr,BLCA,"4,434",67,97.28801,78,"14,944","6,675"
2008-05-01,May,BLCA,"19,572",59,96.91043,91,"22,728","17,967"
2008-06-01,Jun,BLCA,"19,712",71,96.79169,89,"30,105","24,686"
2008-07-01,Jul,BLCA,"33,123",61,96.99389,96,"33,598","27,032"
2008-08-01,Aug,BLCA,"27,066",58,97.25005,85,"29,479","23,525"
2008-09-01,Sep,BLCA,"21,143",44,97.32576,57,"24,181","24,219"
2008-10-01,Oct,BLCA,"14,443",46,96.97441,37,"23,626","19,483"
2008-11-01,Nov,BLCA,"6,925",32,96.71896,36,"11,811","4,361"
2008-12-01,Dec,BLCA,"6,437",23,96.71152,26,"2,123","2,249"
2009-01-01,Jan,BLCA,"2,896",33,96.7187,52,"2,070","7,105"
2009-02-01,Feb,BLCA,"2,936",42,96.69278,66,"2,196","5,254"
2009-03-01,Mar,BLCA,"4,137",53,96.8938,47,"3,064","14,622"
2009-04-01,Apr,BLCA,"6,378",58,97.33988,58,"4,434","14,944"
2009-05-01,May,BLCA,"17,349",54,97.72372,86,"19,572","22,728"
2009-06-01,Jun,BLCA,"28,824",63,97.88263,88,"19,712","30,105"
2009-07-01,Jul,BLCA,"33,975",79,97.83762,72,"33,123","33,598"
2009-08-01,Aug,BLCA,"28,343",59,97.88111,58,"27,066","29,479"
2009-09-01,Sep,BLCA,"26,428",42,98.05814,41,"21,143","24,181"
2009-10-01,Oct,BLCA,"11,553",42,98.08765,38,"14,443","23,626"
2009-11-01,Nov,BLCA,"6,075",43,98.10162,32,"6,925","11,811"
2009-12-01,Dec,BLCA,"2,557",29,98.27495,25,"6,437","2,123"
2010-01-01,Jan,BLCA,"2,519",34,98.43562,35,"2,896","2,070"
2010-02-01,Feb,BLCA,"3,034",28,98.49038,30,"2,936","2,196"
2010-03-01,Mar,BLCA,"3,199",25,98.4873,46,"4,137","3,064"
2010-04-01,Apr,BLCA,"4,421",54,98.467,46,"6,378","4,434"
2010-05-01,May,BLCA,"21,259",71,98.46574,71,"17,349","19,572"
2010-06-01,Jun,BLCA,"24,477",78,98.37128,76,"28,824","19,712"
2010-07-01,Jul,BLCA,"35,398",80,98.08856,95,"33,975","33,123"
2010-08-01,Aug,BLCA,"27,367",55,97.91614,65,"28,343","27,066"
2010-09-01,Sep,BLCA,"24,297",40,97.86565,54,"26,428","21,143"
2010-10-01,Oct,BLCA,"21,331",47,97.96348,38,"11,553","14,443"
2010-11-01,Nov,BLCA,"3,646",34,98.21903,39,"6,075","6,925"
2010-12-01,Dec,BLCA,"5,396",32,98.46816,27,"2,557","6,437"
2011-01-01,Jan,BLCA,"3,289",36,98.5757,41,"2,519","2,896"
2011-02-01,Feb,BLCA,"3,207",44,98.52698,37,"3,034","2,936"
2011-03-01,Mar,BLCA,"4,012",37,98.28506,36,"3,199","4,137"
2011-04-01,Apr,BLCA,"4,885",43,98.22705,69,"4,421","6,378"
2011-05-01,May,BLCA,"12,722",69,98.21146,75,"21,259","17,349"
2011-06-01,Jun,BLCA,"24,589",70,97.90632,73,"24,477","28,824"
2011-07-01,Jul,BLCA,"28,381",81,97.33338,89,"35,398","33,975"
2011-08-01,Aug,BLCA,"39,032",66,96.84435,65,"27,367","28,343"
2011-09-01,Sep,BLCA,"26,905",37,96.77763,53,"24,297","26,428"
2011-10-01,Oct,BLCA,"12,297",36,97.00771,46,"21,331","11,553"
2011-11-01,Nov,BLCA,"5,031",25,97.44639,36,"3,646","6,075"
2011-12-01,Dec,BLCA,"3,986",30,97.98903,36,"5,396","2,557"
2012-01-01,Jan,BLCA,509,37,98.45164,45,"3,289","2,519"
2012-02-01,Feb,BLCA,717,35,98.70954,35,"3,207","3,034"
2012-03-01,Mar,BLCA,"4,388",38,98.83382,46,"4,012","3,199"
2012-04-01,Apr,BLCA,"9,150",48,98.86866,54,"4,885","4,421"
2012-05-01,May,BLCA,"24,991",51,98.81271,65,"12,722","21,259"
2012-06-01,Jun,BLCA,"41,757",73,98.60784,69,"24,589","24,477"
2012-07-01,Jul,BLCA,"37,371",62,98.53565,79,"28,381","35,398"
2012-08-01,Aug,BLCA,"26,047",54,98.70587,79,"39,032","27,367"
2012-09-01,Sep,BLCA,"23,919",47,99.02282,60,"26,905","24,297"
2012-10-01,Oct,BLCA,"12,742",28,99.25011,36,"12,297","21,331"
2012-11-01,Nov,BLCA,"7,126",31,99.16354,34,"5,031","3,646"
2012-12-01,Dec,BLCA,"3,853",30,98.8289,38,"3,986","5,396"
2013-01-01,Jan,BLCA,"4,046",33,98.70023,43,509,"3,289"
2013-02-01,Feb,BLCA,"3,410",41,98.80344,43,717,"3,207"
2013-03-01,Mar,BLCA,"6,698",38,98.9706,46,"4,388","4,012"
2013-04-01,Apr,BLCA,"8,606",48,99.1832,53,"9,150","4,885"
2013-05-01,May,BLCA,"23,708",62,99.52229,64,"24,991","12,722"
2013-06-01,Jun,BLCA,"21,927",62,99.69761,71,"41,757","24,589"
2013-07-01,Jul,BLCA,"37,010",66,99.65983,69,"37,371","28,381"
2013-08-01,Aug,BLCA,"33,279",53,99.3783,57,"26,047","39,032"
2013-09-01,Sep,BLCA,"23,945",48,98.99631,45,"23,919","26,905"
2013-10-01,Oct,BLCA,"5,789",27,98.76015,36,"12,742","12,297"
2013-11-01,Nov,BLCA,"3,296",36,98.86088,31,"7,126","5,031"
2013-12-01,Dec,BLCA,"4,138",46,99.16534,36,"3,853","3,986"
2014-01-01,Jan,BLCA,"3,469",37,99.33865,38,"4,046",509
2014-02-01,Feb,BLCA,"4,031",37,99.40892,37,"3,410",717
2014-03-01,Mar,BLCA,"4,302",43,99.44125,40,"6,698","4,388"
2014-04-01,Apr,BLCA,"6,761",60,99.51447,49,"8,606","9,150"
2014-05-01,May,BLCA,"21,157",58,99.50082,66,"23,708","24,991"
2014-06-01,Jun,BLCA,"28,536",59,99.47433,76,"21,927","41,757"
2014-07-01,Jul,BLCA,"42,253",60,99.46612,76,"37,010","37,371"
2014-08-01,Aug,BLCA,"25,712",53,99.56129,59,"33,279","26,047"
2014-09-01,Sep,BLCA,"24,788",43,99.7662,55,"23,945","23,919"
2014-10-01,Oct,BLCA,"13,432",32,100.0543,36,"5,789","12,742"
2014-11-01,Nov,BLCA,"4,925",30,100.4078,47,"3,296","7,126"
2014-12-01,Dec,BLCA,"3,679",35,100.7997,42,"4,138","3,853"
2015-01-01,Jan,BLCA,"4,600",41,101.0638,44,"3,469","4,046"
2015-02-01,Feb,BLCA,"4,136",43,101.0661,36,"4,031","3,410"
2015-03-01,Mar,BLCA,"5,968",44,100.9696,49,"4,302","6,698"
2015-04-01,Apr,BLCA,"8,896",46,100.9149,55,"6,761","8,606"
2015-05-01,May,BLCA,"23,176",57,100.8346,62,"21,157","23,708"
2015-06-01,Jun,BLCA,"33,141",77,100.8487,67,"28,536","21,927"
2015-07-01,Jul,BLCA,"45,328",78,100.7341,65,"42,253","37,010"
2015-08-01,Aug,BLCA,"27,197",70,100.5447,61,"25,712","33,279"
2015-09-01,Sep,BLCA,"29,878",53,100.3741,47,"24,788","23,945"
2015-10-01,Oct,BLCA,"16,626",37,100.4033,35,"13,432","5,789"
2015-11-01,Nov,BLCA,"5,550",39,100.5198,33,"4,925","3,296"
2015-12-01,Dec,BLCA,"4,670",38,100.6167,38,"3,679","4,138"
2016-01-01,Jan,BLCA,"5,510",42,100.6298,44,"4,600","3,469"
2016-02-01,Feb,BLCA,"3,932",36,100.5925,54,"4,136","4,031"
2016-03-01,Mar,BLCA,"2,850",52,100.5527,51,"5,968","4,302"
2016-04-01,Apr,BLCA,"9,871",51,100.5748,54,"8,896","6,761"
2016-05-01,May,BLCA,"28,055",84,100.697,70,"23,176","21,157"
2016-06-01,Jun,BLCA,"34,433",83,100.675,79,"33,141","28,536"
2016-07-01,Jul,BLCA,"47,029",87,100.5284,82,"45,328","42,253"
2016-08-01,Aug,BLCA,"34,384",77,100.4226,79,"27,197","25,712"
2016-09-01,Sep,BLCA,"38,169",62,100.4034,62,"29,878","24,788"
2016-10-01,Oct,BLCA,"19,113",44,100.4803,42,"16,626","13,432"
2016-11-01,Nov,BLCA,"8,955",31,100.8092,42,"5,550","4,925"
